Train_ID,Station_Code,Station_Name,Train_Priority,Weather_Condition,Time_of_Day,Day_of_Week,Network_Congestion,Active_Incident,Scheduled_Arrival_Mins,Actual_Arrival_Mins,Delay_Minutes,Distance_From_Source_Km,Journey_Date
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,MONDAY,MEDIUM,SIGNAL_FAILURE,1080,1200,120,1430.5,2023-01-02
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,TUESDAY,MEDIUM,NO,0,12.84,12.84,0.0,2023-01-03
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,TUESDAY,HIGH,NO,108,130.89,22.89,161.8,2023-01-03
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,TUESDAY,HIGH,NO,136,160.54,24.54,204.3,2023-01-03
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,HIGH,NO,210,247.97,37.97,261.7,2023-01-03
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,HIGH,NO,367,409.05,42.05,455.8,2023-01-03
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,HIGH,NO,503,553.22,50.22,656.8,2023-01-03
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,TUESDAY,HIGH,NO,865,918.56,53.56,992.4,2023-01-03
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,TUESDAY,HIGH,NO,1080,1135.02,55.02,1430.5,2023-01-03
12313,SDAH,SEALDAH,RAJDHANI,HEATWAVE,EVENING,WEDNESDAY,LOW,SIGNAL_FAILURE,0,13.35,13.35,0.0,2023-01-04
12313,DGR,DURGAPUR,RAJDHANI,HEATWAVE,EVENING,WEDNESDAY,LOW,SIGNAL_FAILURE,108,132.03,24.03,161.8,2023-01-04
12313,ASN,ASANSOL JN,RAJDHANI,HEATWAVE,EVENING,WEDNESDAY,LOW,PLATFORM_CONGESTION,136,171.4,35.4,204.3,2023-01-04
12313,DHN,DHANBAD JN,RAJDHANI,HEATWAVE,NIGHT,WEDNESDAY,MEDIUM,SIGNAL_FAILURE,210,269.53,59.53,261.7,2023-01-04
12313,GAYA,GAYA JN,RAJDHANI,HEATWAVE,NIGHT,WEDNESDAY,LOW,SIGNAL_FAILURE,367,437.09,70.09,455.8,2023-01-04
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,HEATWAVE,NIGHT,WEDNESDAY,LOW,SIGNAL_FAILURE,503,594.78,91.78,656.8,2023-01-04
12313,CNB,KANPUR CENTRAL,RAJDHANI,HEATWAVE,MORNING,WEDNESDAY,LOW,NO,865,954.26,89.26,992.4,2023-01-04
12313,NDLS,NEW DELHI,RAJDHANI,HEATWAVE,MORNING,WEDNESDAY,LOW,SIGNAL_FAILURE,1080,1182.03,102.03,1430.5,2023-01-04
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,THURSDAY,LOW,NO,0,3.53,3.53,0.0,2023-01-05
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,THURSDAY,LOW,NO,108,109.7,1.7,161.8,2023-01-05
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,THURSDAY,LOW,NO,136,136,0,204.3,2023-01-05
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,LOW,NO,210,213.56,3.56,261.7,2023-01-05
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,LOW,NO,367,372.45,5.45,455.8,2023-01-05
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,HEATWAVE,NIGHT,THURSDAY,LOW,NO,503,509.34,6.34,656.8,2023-01-05
12313,CNB,KANPUR CENTRAL,RAJDHANI,FOG,MORNING,THURSDAY,MEDIUM,NO,865,876.82,11.82,992.4,2023-01-05
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,THURSDAY,LOW,NO,1080,1086.11,6.11,1430.5,2023-01-05
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,NO,0,8.92,8.92,0.0,2023-01-06
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,LATE_INCOMING_TRAIN,108,130.81,22.81,161.8,2023-01-06
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,SIGNAL_FAILURE,136,169.31,33.31,204.3,2023-01-06
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,NO,210,243.43,33.43,261.7,2023-01-06
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,NO,367,402.47,35.47,455.8,2023-01-06
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,HIGH,NO,503,543.09,40.09,656.8,2023-01-06
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,PLATFORM_CONGESTION,865,905.17,40.17,992.4,2023-01-06
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,NO,1080,1124.35,44.35,1430.5,2023-01-06
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,SATURDAY,LOW,NO,0,10.24,10.24,0.0,2023-01-07
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,SATURDAY,LOW,NO,108,115.35,7.35,161.8,2023-01-07
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SATURDAY,LOW,NO,136,146.26,10.26,204.3,2023-01-07
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,LOW,NO,210,215.34,5.34,261.7,2023-01-07
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,MEDIUM,NO,367,374.19,7.19,455.8,2023-01-07
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,LOW,NO,503,506.59,3.59,656.8,2023-01-07
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,SATURDAY,LOW,NO,865,866.69,1.69,992.4,2023-01-07
12313,NDLS,NEW DELHI,RAJDHANI,FOG,MORNING,SATURDAY,LOW,NO,1080,1080.32,0.32,1430.5,2023-01-07
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,SUNDAY,HIGH,TRACK_MAINTENANCE,0,15.62,15.62,0.0,2023-01-08
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,SUNDAY,HIGH,TRACK_MAINTENANCE,108,150.58,42.58,161.8,2023-01-08
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SUNDAY,HIGH,TRACK_MAINTENANCE,136,187.51,51.51,204.3,2023-01-08
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,HIGH,PLATFORM_CONGESTION,210,268.57,58.57,261.7,2023-01-08
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,HIGH,TRACK_MAINTENANCE,367,436.45,69.45,455.8,2023-01-08
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,HIGH,TRACK_MAINTENANCE,503,591.75,88.75,656.8,2023-01-08
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,SUNDAY,HIGH,TRACK_MAINTENANCE,865,967.34,102.34,992.4,2023-01-08
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,SUNDAY,HIGH,TRACK_MAINTENANCE,1080,1199.63,119.63,1430.5,2023-01-08
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,MONDAY,MEDIUM,LATE_INCOMING_TRAIN,0,9.68,9.68,0.0,2023-01-09
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,MONDAY,MEDIUM,LATE_INCOMING_TRAIN,108,132.99,24.99,161.8,2023-01-09
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,MONDAY,HIGH,LATE_INCOMING_TRAIN,136,181.54,45.54,204.3,2023-01-09
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,MONDAY,MEDIUM,LATE_INCOMING_TRAIN,210,275.94,65.94,261.7,2023-01-09
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,MONDAY,MEDIUM,LATE_INCOMING_TRAIN,367,446.97,79.97,455.8,2023-01-09
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,MONDAY,MEDIUM,NO,503,581.96,78.96,656.8,2023-01-09
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,MONDAY,MEDIUM,LATE_INCOMING_TRAIN,865,949.38,84.38,992.4,2023-01-09
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,MONDAY,MEDIUM,LATE_INCOMING_TRAIN,1080,1180.06,100.06,1430.5,2023-01-09
12313,SDAH,SEALDAH,RAJDHANI,FOG,EVENING,TUESDAY,HIGH,NO,0,22.74,22.74,0.0,2023-01-10
12313,DGR,DURGAPUR,RAJDHANI,FOG,EVENING,TUESDAY,LOW,NO,108,139.72,31.72,161.8,2023-01-10
12313,ASN,ASANSOL JN,RAJDHANI,MONSOON_STORM,EVENING,TUESDAY,HIGH,NO,136,184.81,48.81,204.3,2023-01-10
12313,DHN,DHANBAD JN,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,NO,210,253.77,43.77,261.7,2023-01-10
12313,GAYA,GAYA JN,RAJDHANI,FOG,NIGHT,TUESDAY,LOW,NO,367,409.13,42.13,455.8,2023-01-10
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,FOG,NIGHT,TUESDAY,LOW,NO,503,550.65,47.65,656.8,2023-01-10
12313,CNB,KANPUR CENTRAL,RAJDHANI,FOG,MORNING,TUESDAY,LOW,NO,865,922.33,57.33,992.4,2023-01-10
12313,NDLS,NEW DELHI,RAJDHANI,FOG,MORNING,TUESDAY,LOW,LATE_INCOMING_TRAIN,1080,1152.88,72.88,1430.5,2023-01-10
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,0,11.85,11.85,0.0,2023-01-11
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,108,120.75,12.75,161.8,2023-01-11
12313,ASN,ASANSOL JN,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,136,155.45,19.45,204.3,2023-01-11
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,210,238.97,28.97,261.7,2023-01-11
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,367,398.57,31.57,455.8,2023-01-11
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,WEDNESDAY,CRITICAL,NO,503,559.49,56.49,656.8,2023-01-11
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,WEDNESDAY,MEDIUM,PLATFORM_CONGESTION,865,928.66,63.66,992.4,2023-01-11
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,WEDNESDAY,MEDIUM,PLATFORM_CONGESTION,1080,1159.01,79.01,1430.5,2023-01-11
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,THURSDAY,HIGH,NO,0,13.77,13.77,0.0,2023-01-12
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,THURSDAY,HIGH,NO,108,127.26,19.26,161.8,2023-01-12
12313,ASN,ASANSOL JN,RAJDHANI,FOG,EVENING,THURSDAY,HIGH,TRACK_MAINTENANCE,136,170.8,34.8,204.3,2023-01-12
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,THURSDAY,HIGH,NO,210,252.62,42.62,261.7,2023-01-12
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,THURSDAY,LOW,NO,367,407.3,40.3,455.8,2023-01-12
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,RAIN,NIGHT,THURSDAY,HIGH,NO,503,548.19,45.19,656.8,2023-01-12
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,THURSDAY,HIGH,PLATFORM_CONGESTION,865,916.53,51.53,992.4,2023-01-12
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,THURSDAY,HIGH,NO,1080,1141.87,61.87,1430.5,2023-01-12
12313,SDAH,SEALDAH,RAJDHANI,HEATWAVE,EVENING,FRIDAY,LOW,TRACK_MAINTENANCE,0,16.33,16.33,0.0,2023-01-13
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,TRACK_MAINTENANCE,108,132.18,24.18,161.8,2023-01-13
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,TRACK_MAINTENANCE,136,156.66,20.66,204.3,2023-01-13
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,TRACK_MAINTENANCE,210,238.91,28.91,261.7,2023-01-13
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,MEDIUM,TRACK_MAINTENANCE,367,415.63,48.63,455.8,2023-01-13
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,TRACK_MAINTENANCE,503,562.98,59.98,656.8,2023-01-13
12313,CNB,KANPUR CENTRAL,RAJDHANI,HEATWAVE,MORNING,FRIDAY,LOW,TRACK_MAINTENANCE,865,938.89,73.89,992.4,2023-01-13
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,TRACK_MAINTENANCE,1080,1165.67,85.67,1430.5,2023-01-13
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,SATURDAY,HIGH,NO,0,4.67,4.67,0.0,2023-01-14
12313,DGR,DURGAPUR,RAJDHANI,FOG,EVENING,SATURDAY,HIGH,NO,108,124.44,16.44,161.8,2023-01-14
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SATURDAY,HIGH,NO,136,151.29,15.29,204.3,2023-01-14
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,HIGH,NO,210,230.98,20.98,261.7,2023-01-14
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,HIGH,NO,367,393.04,26.04,455.8,2023-01-14
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,HIGH,NO,503,537.69,34.69,656.8,2023-01-14
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,SATURDAY,MEDIUM,NO,865,900.73,35.73,992.4,2023-01-14
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,SATURDAY,LOW,SIGNAL_FAILURE,1080,1132.22,52.22,1430.5,2023-01-14
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,SUNDAY,CRITICAL,NO,0,10.48,10.48,0.0,2023-01-15
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,SUNDAY,LOW,NO,108,124.6,16.6,161.8,2023-01-15
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SUNDAY,MEDIUM,NO,136,155.95,19.95,204.3,2023-01-15
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,MEDIUM,NO,210,230.79,20.79,261.7,2023-01-15
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,MEDIUM,NO,367,385.59,18.59,455.8,2023-01-15
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,LOW,NO,503,516.84,13.84,656.8,2023-01-15
12313,CNB,KANPUR CENTRAL,RAJDHANI,MONSOON_STORM,MORNING,SUNDAY,MEDIUM,NO,865,888.17,23.17,992.4,2023-01-15
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,SUNDAY,MEDIUM,NO,1080,1100.65,20.65,1430.5,2023-01-15
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,MONDAY,LOW,NO,0,0,0,0.0,2023-01-16
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,MONDAY,CRITICAL,NO,108,124.85,16.85,161.8,2023-01-16
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,MONDAY,LOW,NO,136,153.69,17.69,204.3,2023-01-16
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,MONDAY,MEDIUM,NO,210,236.28,26.28,261.7,2023-01-16
12313,GAYA,GAYA JN,RAJDHANI,HEATWAVE,NIGHT,MONDAY,MEDIUM,NO,367,395.62,28.62,455.8,2023-01-16
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,MONDAY,MEDIUM,NO,503,527.82,24.82,656.8,2023-01-16
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,MONDAY,LOW,NO,865,890.34,25.34,992.4,2023-01-16
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,MONDAY,MEDIUM,NO,1080,1118.84,38.84,1430.5,2023-01-16
12313,SDAH,SEALDAH,RAJDHANI,FOG,EVENING,TUESDAY,MEDIUM,NO,0,7.69,7.69,0.0,2023-01-17
12313,DGR,DURGAPUR,RAJDHANI,FOG,EVENING,TUESDAY,MEDIUM,NO,108,127.36,19.36,161.8,2023-01-17
12313,ASN,ASANSOL JN,RAJDHANI,FOG,EVENING,TUESDAY,MEDIUM,NO,136,150.0,14.0,204.3,2023-01-17
12313,DHN,DHANBAD JN,RAJDHANI,MONSOON_STORM,NIGHT,TUESDAY,MEDIUM,TRACK_MAINTENANCE,210,242.5,32.5,261.7,2023-01-17
12313,GAYA,GAYA JN,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,LATE_INCOMING_TRAIN,367,416.88,49.88,455.8,2023-01-17
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,NO,503,553.33,50.33,656.8,2023-01-17
12313,CNB,KANPUR CENTRAL,RAJDHANI,FOG,MORNING,TUESDAY,MEDIUM,NO,865,921.58,56.58,992.4,2023-01-17
12313,NDLS,NEW DELHI,RAJDHANI,FOG,MORNING,TUESDAY,MEDIUM,NO,1080,1143.6,63.6,1430.5,2023-01-17
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,WEDNESDAY,LOW,NO,0,11.08,11.08,0.0,2023-01-18
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,WEDNESDAY,LOW,NO,108,116.65,8.65,161.8,2023-01-18
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,WEDNESDAY,CRITICAL,NO,136,165.92,29.92,204.3,2023-01-18
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,LOW,NO,210,239.78,29.78,261.7,2023-01-18
12313,GAYA,GAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,WEDNESDAY,LOW,NO,367,415.85,48.85,455.8,2023-01-18
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,LOW,NO,503,547.85,44.85,656.8,2023-01-18
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,WEDNESDAY,HIGH,TRACK_MAINTENANCE,865,923.71,58.71,992.4,2023-01-18
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,WEDNESDAY,LOW,NO,1080,1139.81,59.81,1430.5,2023-01-18
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,THURSDAY,HIGH,NO,0,9.71,9.71,0.0,2023-01-19
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,THURSDAY,HIGH,NO,108,124.49,16.49,161.8,2023-01-19
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,THURSDAY,HIGH,NO,136,158.78,22.78,204.3,2023-01-19
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,HIGH,NO,210,239.64,29.64,261.7,2023-01-19
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,HIGH,NO,367,407.04,40.04,455.8,2023-01-19
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,MEDIUM,NO,503,542.34,39.34,656.8,2023-01-19
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,THURSDAY,HIGH,NO,865,907.66,42.66,992.4,2023-01-19
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,THURSDAY,HIGH,NO,1080,1132.1,52.1,1430.5,2023-01-19
12313,SDAH,SEALDAH,RAJDHANI,MONSOON_STORM,EVENING,FRIDAY,MEDIUM,NO,0,6.77,6.77,0.0,2023-01-20
12313,DGR,DURGAPUR,RAJDHANI,MONSOON_STORM,EVENING,FRIDAY,MEDIUM,NO,108,136.12,28.12,161.8,2023-01-20
12313,ASN,ASANSOL JN,RAJDHANI,MONSOON_STORM,EVENING,FRIDAY,MEDIUM,NO,136,175.9,39.9,204.3,2023-01-20
12313,DHN,DHANBAD JN,RAJDHANI,MONSOON_STORM,NIGHT,FRIDAY,MEDIUM,NO,210,262.29,52.29,261.7,2023-01-20
12313,GAYA,GAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,FRIDAY,LOW,NO,367,431.3,64.3,455.8,2023-01-20
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,FRIDAY,HIGH,NO,503,577.72,74.72,656.8,2023-01-20
12313,CNB,KANPUR CENTRAL,RAJDHANI,MONSOON_STORM,MORNING,FRIDAY,MEDIUM,NO,865,954.57,89.57,992.4,2023-01-20
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,FRIDAY,MEDIUM,NO,1080,1180.35,100.35,1430.5,2023-01-20
12313,SDAH,SEALDAH,RAJDHANI,MONSOON_STORM,EVENING,SATURDAY,HIGH,SIGNAL_FAILURE,0,56.06,56.06,0.0,2023-01-21
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,SATURDAY,HIGH,SIGNAL_FAILURE,108,184.1,76.1,161.8,2023-01-21
12313,ASN,ASANSOL JN,RAJDHANI,MONSOON_STORM,EVENING,SATURDAY,HIGH,SIGNAL_FAILURE,136,239.7,103.7,204.3,2023-01-21
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,HIGH,SIGNAL_FAILURE,210,330,120,261.7,2023-01-21
12313,GAYA,GAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,SATURDAY,HIGH,TRACK_MAINTENANCE,367,487,120,455.8,2023-01-21
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,SATURDAY,LOW,SIGNAL_FAILURE,503,623,120,656.8,2023-01-21
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,SATURDAY,HIGH,SIGNAL_FAILURE,865,985,120,992.4,2023-01-21
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,SATURDAY,HIGH,SIGNAL_FAILURE,1080,1200,120,1430.5,2023-01-21
12313,SDAH,SEALDAH,RAJDHANI,HEATWAVE,EVENING,SUNDAY,CRITICAL,NO,0,20.93,20.93,0.0,2023-01-22
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,SUNDAY,CRITICAL,NO,108,145.28,37.28,161.8,2023-01-22
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SUNDAY,MEDIUM,NO,136,176.98,40.98,204.3,2023-01-22
12313,DHN,DHANBAD JN,RAJDHANI,HEATWAVE,NIGHT,SUNDAY,LOW,NO,210,246.17,36.17,261.7,2023-01-22
12313,GAYA,GAYA JN,RAJDHANI,HEATWAVE,NIGHT,SUNDAY,LOW,NO,367,404.45,37.45,455.8,2023-01-22
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,HEATWAVE,NIGHT,SUNDAY,LOW,NO,503,534.91,31.91,656.8,2023-01-22
12313,CNB,KANPUR CENTRAL,RAJDHANI,HEATWAVE,MORNING,SUNDAY,MEDIUM,NO,865,899.39,34.39,992.4,2023-01-22
12313,NDLS,NEW DELHI,RAJDHANI,HEATWAVE,MORNING,SUNDAY,LOW,NO,1080,1107.24,27.24,1430.5,2023-01-22
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,MONDAY,HIGH,NO,0,9.31,9.31,0.0,2023-01-23
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,MONDAY,HIGH,NO,108,123.78,15.78,161.8,2023-01-23
